path,description
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceType, Used to identify sources of data used in the description and analysis of the structure.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceTypeOtherDescription, A free-form text field used to describe the data source type if Other is selected as the Structure Data Source Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceURL, Specifies the URL or web site address of the company providing the data.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceVerificationDescription, A free-form text field used to describe or comment on methods or other sources used to verify the accuracy of the data source referenced in Data Source Description.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DATA_SOURCES/DATA_SOURCE/DataSourceVersionIdentifier, The version for the specified source of the data.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DISASTERS/DISASTER/DisasterAreaDescription, A free form description of the area affected by the disaster.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DISASTERS/DISASTER/DisasterDeclarationDate, The date on which the disaster was declared by the government.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DISASTERS/DISASTER/DisasterType, Specifies the type of disaster that has affected the area.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DISASTERS/DISASTER/DisasterTypeOtherDescription, A free-form text field used to collect additional information when Other is selected as the Disaster Type
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/DISASTERS/DISASTER/FEMADisasterName, Name assigned by FEMA for a natural disaster that affects this property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENCUMBRANCES/ENCUMBRANCE/DEED_RESTRICTIONS/DEED_RESTRICTION/DeedRestrictionType, A legally enforceable restriction recorded in the public record on land that supersedes ownership rights.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENCUMBRANCES/ENCUMBRANCE/DEED_RESTRICTIONS/DEED_RESTRICTION/DeedRestrictionTypeOtherDescription, A free-form text field used to collect additional information when Other is selected for Deed Restriction Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENCUMBRANCES/ENCUMBRANCE/ENCUMBRANCE_DETAIL/EncumbranceType, Identifies a right to or interest in the property that may affect value. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENCUMBRANCES/ENCUMBRANCE/ENCUMBRANCE_DETAIL/EncumbranceTypeOtherDescription, A free-form text field used to collect additional information when Other is selected for Encumbrance Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENVIRONMENTAL_CONDITIONS/ENVIRONMENTAL_CONDITION/EnvironmentalConditionIdentifiedDate, The date the environmental condition was identified.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENVIRONMENTAL_CONDITIONS/ENVIRONMENTAL_CONDITION/EnvironmentalConditionIdentifiedDescription, A free-form text field used to describe the details of the hazard identified.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENVIRONMENTAL_CONDITIONS/ENVIRONMENTAL_CONDITION/EnvironmentalConditionType, A type of environmental condition identified during the analysis of a lot or structure.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENVIRONMENTAL_CONDITIONS/ENVIRONMENTAL_CONDITION/EnvironmentalConditionTypeOtherDescription, A free-form text field used to collect additional information when Other is selected for Environmental Condition Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENVIRONMENTAL_CONDITIONS/ENVIRONMENTAL_CONDITION/IndoorAirQualityMitigationType, A value from a MISMO prescribed list that specifies the type of indoor air quality mitigation in place on the property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ENVIRONMENTAL_CONDITIONS/ENVIRONMENTAL_CONDITION/IndoorAirQualityMitigationTypeOtherDescription, A free-form text field that specifies the enumeration when the value of Other is used for Indoor Air Quality Mitigation Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/FloodCertificationIdentifier, The certification number assigned by the compliance company when an order is received from the submitting / requesting party.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/FloodDeterminationLifeOfLoanIndicator, Indicates if the flood contract with the compliance company is for the Life of the Loan.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/FloodDiscrepancyGrandfatheredIndicator,  indicates whether there is a discrepancy between the property location flood zone and the policy flood zone is acceptable because the property location in which the flood zone code is grandfathered.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/FloodDiscrepancyIndicator, indicates whether there is a discrepancy between the property location flood zone code and the flood zone specified in the loan's flood insurance policy.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/FloodDiscrepancyResolvedIndicator, indicates whether there was a discrepancy between the property location flood zone code and the flood zone specified in the loan's flood insurance policy but the discrepancy has been resolved.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/FloodPartialIndicator, Indicates that a portion of the subject property is in an identified Special Flood Hazard Area (SFHA).
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/FloodProductCertifyDate, The date on which the flood determination was assessed by the certification provider.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPCommunityFIRMDate, The date on which a community received its first Flood Insurance Rate Map. Used by Insurance companies to determine flood rates as to whether the structure is pre or post FIRM.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPCommunityIdentifier, The 6 digit NFIP community number.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPCommunityName, The complete name of the community in which the building or mobile home is located.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPCommunityParticipationStartDate, The date on which the community entered the Regular Program of the NFIP.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPCommunityParticipationStatusType, A code indicating the type of flood program.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPCommunityParticipationStatusTypeOtherDescription, A free-form text field used to capture the NFIP Community Participation Status Type Other Description if Other is selected.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPCountyName, The name of the county or counties in which the community is located. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPFloodDataRevisionType, Letter of Map Amendment or Revision has been issued by FEMA.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPFloodZoneIdentifier, The flood zone covering the building or mobile home.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPLetterOfMapDate, The date the letter (LOMA /LOMR) was issued
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPMapIdentifier, The 11-digit number shown on the NFIP map that covers the building or mobile home. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPMapIndicator, Indicates if the NFIP map covers the area where the building or mobile home is located.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPMapPanelDate, The map effective date or the map revised date shown on the NFIP map.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPMapPanelIdentifier, The 4-digit number that describes the panel in which the property is located
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPMapPanelSuffixIdentifier, The letter that indicates the current map revision.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/NFIPStateCode, The state in which the community is located the two-digit state abbreviation.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/ProtectedAreaDesignationDate,  The date of the Coastal Barrier Resources Area (CBRA) or Otherwise Protected Area (OPA).
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/ProtectedAreaIndicator, Indicates if the building/mobile home is within a Coastal Barrier Resources Area (CBRA) or Otherwise Protected Area (OPA).
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_DETERMINATION_DETAIL/SpecialFloodHazardAreaIndicator, Flag that indicates if any portion of the building/mobile home is in an identified Special Flood Hazard Area (SFHA) and that flood insurance is required.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_RISK_FACTOR/BaseFloodElevationFeetNumber, The elevation of flood water in relation to sea level at its highest point for a property. Measured in feet.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_RISK_FACTOR/FloodDepthFeetNumber, The depth of the flood water in relation to the ground for a particular property. Measured in feet.Renamed. Used to be "Flood Depth Feet Count".
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_RISK_FACTOR/PropertyElevationFeetNumber, The ground elevation in relation to sea level for a particular property. Measured in feet.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/FLOOD_DETERMINATION/FLOOD_RISK_FACTOR/SpecialFloodHazardAreaDistanceFeetNumber, The distance in feet of the nearest Special Flood Hazard Area to a particular propertyRenamed. Used to be "Special Flood Hazard Area Distance Feet Count".
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/FloodContractFeeAmount, The amount charged by the provider to obtain the Flood Contract associated with the subject property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceCoverageAmount, The coverage amount of the property casualty policy on the property securing the loan
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceCoverageType, The type of loss the insurance policy covers.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceCoverageTypeOtherDescription, A free-form text field used to capture the hazard insurance coverage type if Other is selected as the hazard insurance coverage type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceEffectiveDate, The date the hazard insurance went into effect.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceEscrowedIndicator, Indicates whether hazard is paid by the borrower or the lender
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceExpirationDate, The date the property casualty policy expires
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceNextPremiumDueDate, The month and year the next property casualty premium is due
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceNonStandardPolicyType, Additional Description of the Hazard Insurance coverage document.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/HAZARD_INSURANCES/HAZARD_INSURANCE/HazardInsuranceNonStandardPolicyTypeOtherDescription, A free-form text field used to capture the Hazard Insurance Non-standard Policy Type if Other is selected as the Hazard Insurance Non Standard Policy Type    
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/IMPROVEMENT/CAR_STORAGES, Information about one or more types of car storage. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/IMPROVEMENT/CAR_STORAGES/CAR_STORAGE/AdequateIndicator, Indicates that this feature is adequate for normal needs.
 
